Vendor Name,Address,Zip Code,DUNS Number,ProtoLEI
"COLLEGEWEEKLIVE, INC.",100 CRESCENT RD STE 4,024941457,078273614,0000185SFPH2QFDD4483
"COLLEGEWEEKLIVE, INC.",100 CRESCENT RD,024941443,078273614,000018BZFX59VZSBSO37
"DENNEY, ROBERT L., PSY.D., ABPP",4350 SOUTH NATIONAL AVE STE B116,658102658,078276770,000018D1OUNOWGIB4S07
"DENNEY, ROBERT L., PSY.D., ABPP",2885 W BATTLEFIELD AVE,658073952,078276770,0000182D14H07SC3UO93
BAHFED CORP,1201 SW 12TH AVE STE 304,972052031,078277396,000018EP9WG2Z5380896
BAHFED CORP,1000 SW BROADWAY STE 1110,972053063,078277396,000018ATQAYPX534WK11
LAMAIN CRESCENT JOINT VENTURE LLC,3308 TULANE AVE SUITE 303,701197161,078278696,0000185L98K5LU2BS498
LAMAIN CRESCENT JOINT VENTURE LLC,650 POYDRAS ST. SUITE 2317,701306178,078278696,0000183MBP27RK126817
SECURITY EQUIPMENT MAINTENANCE LLC,13820 E HWY 25,32179,078279277,00001896RMG5VBETWC97
SECURITY EQUIPMENT MAINTENANCE LLC,13820 E HWY 25,321790368,078279277,000018IC82DPQJKYOK20
"GOOD START PACKAGING, INC.",9 SURREY COURT,030553584,078281767,0000184BF9IRQ0CLC022
"GOOD START PACKAGING, INC.",264 S RIVER RD STE 410,031106848,078281767,000018AGCNFYIP840896
,600 GALLERIA PKWY STE 1400,303398108,078287306,000018BQ0KBVMDP14W28
"WARBIRD CONSULTING PARTNERS, LLC","100 GLENRIDGE PKWY, STE 200",30342,078287306,000018CB5PVH351LKC82
"GLYMPH, DARLENE",814 20TH ST NE,200024102,078289926,0000189K00DH537EW475
VETERAN SERVICES LLC,814 20TH ST NE,200024102,078289926,0000188BCTD3SWYLS846
JP DEFENSE LLC,6755 MIRA MESA BLVD STE 123-293,921214392,078291574,0000181HQQVVVFNU8032
JP DEFENSE LLC,6755 MIRA MESA BLVD STE 123-293,921210000,078291574,000018DTAALF9BWI0467
"NW WORKS, INC.",828 SMITHFIELD AVE,226015410,078291713,000018D1VU6BYA9G8C84
"NW WORKS, INC.",3085 SHAWNEE DR,226014205,078291713,000018662U8WFT5HGK35
AMTEC LESS LETHAL SYSTEMS INC,4700 PROVIDENCE RD,323471140,078292469,000018UBFN5ZZOXCGC83
AMTEC LESS LETHAL SYSTEMS INC,1103 CENTRAL BLVD,726193211,078292469,0000185KG8GZN9IC0826
DDC IT SERVICES LLC,609 BROADEWAY BLVD NE STE 221,871022334,078292502,000018AR7S61EMOM0C86
DDC IT SERVICES LLC,5201 HAWKING DR SE,871069705,078292502,00001847W5ZHUFENEO85
MACNAK-KORTE JOINT VENTURE,2624 112TH ST S STE 1A,984990000,078292793,0000186L3KOSADLLOG50
MACNAK-KORTE JOINT VENTURE,2624 112TH ST S STE 1A,984998871,078292793,00001820QGDVX154KG04
"AE TENT, LLC",2995 NW 75TH ST,331475943,078294557,0000188U1C6IW5I4W897
,,,078294557,000018CK2U8J60R4WG93
TT GOVERNMENT SOLUTIONS INC,1 TELCORDIA DR,088544151,078295199,0000181U6T6L71EEG005
TT GOVERNMENT SOLUTIONS INC,150 MOUNT AIRY RD,079202021,078295199,000018ENW89KXUXC0031
TT GOVERNMENT SOLUTIONS INC,1 TELCORDIA DR,088544151,078295199,0000181U6T6L71EEG005
"VENCORE LABS, INC.",150 MOUNT AIRY RD,079202021,078295199,000018E5Z1TCNSC68G42
EARTHWORKS MORTENSON JOINT VENTURE,10323 HWY 89 S,566710250,078304865,0000182W8SB5HFM9WC46
EARTHWORKS MORTENSON JOINT VENTURE,10323 HWY 89 S,566710000,078304865,0000183PU3EDK1WVY833
"DAWSON TECHNICAL, LLC","4960 CORPORATE DRIVE, SUITE 115",358056229,078305537,0000182I4QTN7FY7Y843
DAWSON TECHNICAL LLC,1101 MCMURTRIE DR STE D4,358061778,078305537,0000184CYI001BABSW41
KONIAG INFORMATION SECURITY SERVICES LLC,4300 B STREET STE408,995035933,078305597,0000184F0UCKMPMYO076
KONIAG INFORMATION SECURITY SERVICES LLC,2751 PROSPERITY AVE STE 100,220314342,078305597,0000182Q0TNL56JE0W58
KONIAG INFORMATION SECURITY SERVICES LLC,4300 B STREET STE408,995035933,078305597,0000184F0UCKMPMYO076
KONIAG INFORMATION SECURITY SERVICES LLC,4100 LAFAYETTE CENTER DR,201511233,078305597,000018CHQCBDMEQEOS75
"HAMILTON ENTERPRISES LOGISTICS PARTNERS, LLC",5500 JACKS CREEK PIKE,405158548,078306031,000018EDF1RN6PFQ8K53
"HAMILTON ENTERPRISES LOGISTICS PARTNERS, LLC",1340 RUSSELL CAVE ROAD,405053114,078306031,000018A4I2NH7XGT4C36
CAMBIUM NETWORKS INC.,1299 E ALGONQUIN,60173,078306544,00001880QCXZRAE4KK12
"CAMBIUM NETWORKS, INC.",3800 GOLF RD STE 360,600084021,078306544,0000182KPR5OJP9KG035
INTELLIPEAK SOLUTIONS INC,7600 DOWNSTREAM CT,224088806,078308882,0000187UDOJQI2APKW65
INTELLIPEAK SOLUTIONS INC,958 MOUNT HOLLY DR,214095150,078308882,000018BLVLK1J25QO813
"HAWKINS, REX ALLEN",105 COMERCIANTES BLVD NO 279,880089318,078313813,000018Q33B1NE6SN4008
"HAWKINS, REX ALLEN",173 MERLIN CT,880089535,078313813,000018E01GW50Y928K87
CARLISLE BARRACKS,BLDG T 9 65,170030000,078313847,000018231L2KW3RW1S78
CARLISLE BARRACKS,BLDG T 9 65,170035099,078313847,000018E7LY84J2SAW481
MOLECULAR RESEARCH LP,503 CLOVIS RD,793634732,078314894,0000186A74W7YTF2SC77
MOLECULAR RESEARCH LP,503 CLOVIS RD,793630000,078314894,0000181MZQEONOVK2O05
"UNITED AIR LINES, INC.",77 W WACKER DR STE MEZZ,606011604,078315060,000018CUEEL2BUQTK417
"UNITED AIRLINES, INC.",233 S. WACKER DRIVE,606067147,078315060,0000184595VGF9XN2856
"HANDZO CONSULTING, LLC",686 S BRONSON AVE,900053601,078315902,0000186NZ6JF32V0OO57
"HANDZO CONSULTING, LLC",11 WYNDOVER LN,068071818,078315902,0000184U2528HVJHC094
"SAGE PURSUITS, INC",7935 E PRENTICE AVE STE 305W,801112717,078319405,000018EKXQ1I9Y61SG09
"SAGE PURSUITS, INC",7995 E PRENTICE AVE STE 201E,801112713,078319405,0000186PLDS1ON904C39
GENERAL CONFERENCE SERVICES LLC,110 RUE BURGUNDY,704615234,078319859,000018A2LA0NT7HGWS12
GENERAL CONFERENCE SERVICES LLC,1180 GREAT OAKS DR,300455421,078319859,000018ZNSGW9PUGW0010
LL 1WAY,1430 FLOWER BROOK,782320000,078325167,0000181S3RW0DKIRK041
LL 1WAY,931 ISOM RD.,782164136,078325167,000018EGSCKJH8JN4S49
SAUER INCORPORATED,11223 PHILLIPS PARKWAY DR,32256,078327079,000018N2Z0TWJV9OGW96
SAUER INCORPORATED,11223 PHILLIPS PARKWAY DR,322561574,078327079,00001884LNYRUBLT4O91
SAUER INCORPORATED,11223 PHILLIPS PARKWAY DR,32256,078327079,000018N2Z0TWJV9OGW96
SAUER INCORPORATED,11223 PHILLIPS PARKWAY DR E,322561571,078327079,000018BZ0DGJ9QNV4846
UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,3090 CENTER GREEN DR,803010000,078339587,000018DY1QP108E7KS70
UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,3090 CENTER GREEN DR,803012252,078339587,000018B0A0SIK3TVK075
UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,3090 CENTER GREEN DR,803010000,078339587,000018DY1QP108E7KS70
UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,1850 TABLE MESA DR,803055602,078339587,000018C4EYEK8NP4W036
UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,3090 CENTER GREEN DR,803010000,078339587,000018DY1QP108E7KS70
UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH (UCAR),1850 TABLE MESA DR,803055602,078339587,000018D9RO0MQT9O8W54
"CITIBUILDERS GROUP, LLC",4620 LEE HIGHWAY STE 206,222073400,078340046,0000181XCJHR7R5ZEO37
CITIBUILDERS GROUP,1111 19TH ST N STE 2001,222091707,078340046,0000184V042B0YAQCC64
"TELEDYNE INSTRUMENTS, INC.",6 WENTWORTH DR,030514918,078342469,000018LJ5J8EPERB4454
"TELEDYNE INSTRUMENTS, INC.",110 LOWELL RD,030514806,078342469,00001847MOG2X8R4OW09
"PUEBLO DIVERSIFIED INDUSTRIES, INC.",2828 GRANADA BLVD,810053198,078342656,000018ADSA0ZVD4VSW51
"PUEBLO DIVERSIFIED INDUSTRIES, INC.",2828 GRANADA BLVD,810053104,078342656,000018CXDAJFZR7C0K26
"TACTICAL EDGE, INC.",2820 CAMINO DEL RIO S STE 200,921083823,078345073,000018AJ86A9KH8EG462
"TACTICAL EDGE, INC.",2820 CAMINO DEL RIO SOUTH SUITE 200,921083821,078345073,00001852TZFD2FWEO826
"TACTICAL EDGE, INC.",2820 CAMINO DEL RIO S STE 200,921083823,078345073,000018AJ86A9KH8EG462
TACTICAL EDGE LLC,2820 CAMINO DEL RIO SOUTH SUITE 200,921083821,078345073,000018OUY2FOVRWXS026
"TAKE 5 OIL CHANGE, L.L.C.",2450 SEVERN AVE STE 308,700016948,078349018,000018IVD2HUMZR3KS75
"TAKE 5 OIL CHANGE, L.L.C.",3621 RIDGELAKE DR. STE 203,700021739,078349018,0000188DHBDEEBB0OO96
"SCOTT, KENNETTA",3602 HOMESTEAD AVE,528020000,078349306,000018723Y2E271I8078
"SCOTT, KENNETTA",3602 HOMESTEAD AVE,528021234,078349306,00001835EMOGAK4O4K60
"TEFFERA, TEFFERA GIRMA",8304 16TH ST # 107,209102904,078350806,000018DIEBJ8V5FVSO08
TEFFERA GIRMA TEFFERA,1941 ROSEMARY HILLS DR #3,209106407,078350806,00001873E5E2A4SDKO95
"COMPSCRIPT, LLC",100 E RIVER CTR BLVD STE 1600,410111540,078351043,000018A9UZ5XN40O0K46
"COMPSCRIPT, LLC",201 E 4TH ST STE 900,452024160,078351043,000018DYFH6O6BPU0426
"BLACK RANGE ENTERPRISES, LLC",3 ST. CLOUD MINE ROAD,879430000,078352470,0000187MY7KD32SGG815
"BLACK RANGE ENTERPRISES, LLC",3 ST. CLOUD MINE ROAD,879430160,078352470,000018F5PW9YLQ374S41
"RUBIDO, CARIDAD",6325 SW 58 AVE,331432301,078357106,0000181B7J332H9PJ455
BARUSA CORP.,9981 SW 118 CT,331868509,078357106,00001899RC1XDG3SOW06
HOMELAND SUPPLIER CORPORATION,"1620 CENTRAL AVENUE, SUITE 202",820014575,078358930,000018L673L1OXK80G05
HOMELAND SUPPLIER CORPORATION,"1620 CENT AVE, STE 202",82001,078358930,000018368DL63TGC4C19
BLACK SWIFT TECHNOLOGIES LLC,3080 VALMONT RD STE 259,803012152,078359543,0000184ZPVLIR7HDCS59
BLACK SWIFT TECHNOLOGIES LLC,2100 CENTRAL AVE STE 102,803012887,078359543,00001837IS8MVN3YIO93
"CENTERRA-PARSONS PACIFIC, LLC",7121 FAIRWAY DR STE 301,334183766,078359836,0000181QCMWXHP0MDC81
"G4S-PARSONS PACIFIC, LLC",7121 FAIRWAY DR STE 301,334183766,078359836,0000182OUVT8H4PHK469
ACCEL PACIFIC JV,"4753 N. BROADWAY, SUITE 915",606404408,078361779,000018ABCHM3KCR5CS11
ACCEL PACIFIC JV,"4753 N. BROADWAY, SUITE 802",606404992,078361779,000018SNU133YFKDSS54
"JJW CONTRACTING, LLC",1135 WARDER ST,455034333,078365170,00001839M8EN4MJPSS18
"JJW CONTRACTING, LLC",6050 TAIN DR STE 105,430179758,078365170,000018BAIP26QA8W0097
"TITANIA SOLUTIONS GROUP, INC.",4258 BURROUGH DRIVE SUITE 200,201873991,078366076,000018DLFPIJZFW3K047
"TITANIA SOLUTIONS GROUP, INC.",7900 SUDLEY RD STE700,201092809,078366076,0000182I29A1RBOWG066
"EXCELSIOR AMBULANCE SERVICE, INC.",108 POLLY OGDEN LN,315137345,078369005,0000181ZUO341SICJK15
"EXCELSIOR AMBULANCE SERVICE, INC",395 W PARKER ST STE 11,315130660,078369005,000018DKSZHDMWDYOS95
"RED RIVER SCIENCE & TECHNOLOGY, LLC",6302 SW OAKMONT,735059024,078370393,0000189PWL8DGRWKOO54
"RED RIVER SCIENCE &amp; TECHNOLOGY, LLC",6302 SW OAKMONT,735059024,078370393,00001847GV9I9W6I0478
LARKOS PACKING AND DISTRIBUTION INC.,1300 STEEL RD E STE 4,190673620,078372376,0000187WE2RJSXAUCK74
LARKOS PACKING AND DISTRIBUTION INC.,1300 STEEL RD W STE 4,19067,078372376,0000186W1JXQ3PXSOW29
FS PARTNERS LLP,"2355 DULLES CORNER BOULEVARD, #600",201716154,078374094,0000185JXTO0GJY7KS30
FS PARTNERS LLP,11325 RANDOM HILLS RD STE 600,220300987,078374094,000018D1UFTZ8Y9WOO30
"LASTOSKIE, THOMAS",3169 BENCHWOOD RD,454142318,078374970,0000183YM73KWSIFOC04
T&M CONSULTING,3169 BENCHWOOD RD,454142318,078374970,0000184WP4RGQC6GSG87
BAE SYSTEMS ORDNANCE SYSTEMS INC,STATE RT 114,241410100,078375499,000018BYRP516056O004
BAE SYSTEMS ORDNANCE SYSTEMS INC,STATE RT 114,241410000,078375499,0000184N7MCA2FMY8S28
INTERNATIONAL PUBLICATIONS MEDIA GROUP LLC,51 MC DOUGAL ST STE 338,100122921,078375724,000018DWCA0UI7HPCK26
INTERNATIONAL PUBLICATIONS MEDIA GROUP LLC,500 RIVERSIDE DRIVE; 5I,100273916,078375724,00001852EF0UFSPE8S38
HEMMING MORSE LLP,160 SPEAR ST STE 1900,941051548,078377379,0000185DRTMS59RICK67
HEMMING MORSE LLP,101 MONTGOMERY ST STE 1400,941044128,078377379,000018DIRGU2RX61KC54
"WET 'N RED, LLC",12 BLACK OAK DR,856370303,078378144,0000183TJYR6UD2ZY840
"WET 'N RED, LLC",12 BLACK OAK DR,856370000,078378144,0000189XTL89G0FM8812
PHILLIPS 66 COMPANY,600 N DAIRY ASHFORD RD,770791100,078378508,000018D55NKORHZM8876
PHILLIPS 66 COMPANY,3010 BRIARPARK DRIVE,770423706,078378508,000018C70X4976HH4W93
"BRADLEY, PATRICK",3801 WILMONT DR,784102920,078383115,0000189S21RLGRKY8898
"BEADLEY, PATRICK",3801 WILMONT DR,784102920,078383115,0000184DB084AD1QGW94
"SCULLY, KEVIN",2420 SANTIAGIO LN,775731518,078383636,000018A444Q0GS50GG90
"SCULLY, KEVIN",1751 W WALKER STE 10101,775734299,078383636,000018EHGRNA3FXD4O57
N5 SENSORS INC,"5800 INMAN PARK CIRCLE, STE 200",208525483,078386164,000018EEWKLIGEKJ4S15
N5 SENSORS INC,18008 COTTAGE GARDEN DR APT 302,208745820,078386164,0000188Z4HUF0RCLC030
"NEAR EARTH AUTONOMY, INC.",5001 BAUM BLVD SUITE 750,152131856,078391304,0000187KEY3DTT0S0852
"NEAR EARTH AUTONOMY, INC.",1603 COUNTRY CLUB DR,152371523,078391304,0000188Z3XYMKQ16O086
EPIC MIDSTREAM LLC,125 TOWNPARK DR STE 300,301445812,078396522,000018226M564Z9C0039
EPIC MIDSTREAM LLC,2 WAHLSTROM RD,314041033,078396522,0000182C67IURIJIWW83
"USALCO, LLC",2601 CANNERY AVE,212261510,078397904,000018EL778YWENAOS07
"USALCO, LLC",1120 MIDDLE RIVER RD,212202408,078397904,000018CX6ZRHZLLDCS58
"GREGORY-LEE, MARYLOU",935 MARBLEHEAD DR,341048767,078400726,0000187EOYWXL5RU0O91
"GREGORY-LEE, MARYLOU",32 TROWBRIDGE CIR,020721024,078400726,000018CSEZP1S3CUWC22
"DECISIONQ INFORMATION OPERATIONS, INCORPORATED",1776 WILSON BLVD 5TH FLOOR,222092517,078403174,0000186JMJA2MFEI0O84
"DECISIONQ INFORMATION OPERATIONS, INCORPORATED",3561 S STAFFORD ST,222061824,078403174,0000184GE8IS679OKK79
"J. HOLMES ARCHITECTURE, PLLC",938 FIRST AVENUE NORTH,372011051,078403194,0000185G6Q3VCLD00824
"HOLMES, JEFFREY",938 FIRST AVENUE NORTH,372011051,078403194,0000185DB03FL0UP4O03
"KOMEX-CNV, LLC","1737 LINWOOD BLVD., SUITE 100",731065016,078406721,000018BWE6YEYPVG0S51
"KOMEX-CNV, LLC","1737 LINWOOD BLVD., SUITE 100",731065033,078406721,00001890QS4IJ79C0008
SILVEREYE TECHNOLOGIES LLC,205 BUCHEIMER RD STE B,217013162,078407906,000018D3RQPWDKC68G55
"SILVEREYE TECHNOLOGIES, LLC",525K E MARKET ST # 253,201764171,078407906,0000187YI2VM44YG8409
"S & S PLUMBING, HEATING AND AIR CONDITIONING CORP.",16 FOX MANOR ROAD,182023218,078408004,000018EYA41RRNKG0003
"S & S PLUMBING, HEATING AND AIR CONDITIONING CORP.",100 MONROE CT,182551100,078408004,0000188X4UYYRENSW004
"ZEL TECH TRAINING SOLUTIONS, LLC",7123 UNIVERSITY BLVD,327926722,078408008,0000188NYRQ0I5BP4W24
ZEL TECHNOLOGIES LIVE TRAINING AND SIMULATION GROUP,7123 UNIVERSITY BLVD,327926722,078408008,0000185FIW3M8J3NSO89
"ACA AVIATION, INC",19431 BUSINESS CTR DR UNIT 12,913246445,078408876,000018EFJEC4RMDOO452
"ACA AVIATION, INC",1705 WEST 130TH STREET UNIT D,902492022,078408876,000018AMSG9BQYFJKS43
ROBISON MEDICAL RESOURCE GROUP LLC,7103 B SOUTH YALE STREET,741366308,078410374,0000184K5JRUFZPOCG82
ROBISON MEDICAL RESOURCE GROUP LLC,2748 METAIRIE LAWN DR STE B,700026190,078410374,0000184TVRP6MA5DOG31
PREDATOR INCORPORATED,7034 STATE HWY 154 E,756456924,078416965,000018BLYV2635R4WG47
"PREDATOR, LLC",7034 STATE HWY 154 E,756456924,078416965,0000182S3LQZJTY88W54
"BURMAN CONSTRUCTION, LLC",2007 TEXAS AVE.,799011918,078418711,0000189ARRY5W8CFSW89
"BURMAN CONSTRUCTION, LLC",4204 NORFOLK LANE,799021354,078418711,0000181ELYLT7WDD6O27
"GOVERNMENT SALES SOLUTIONS, LLC",4417 NE HOIT DR,640641559,078420596,0000184LKMW564AISK11
"GOVERNMENT SALES SOLUTIONS, LLC",604 NE COUNTRY LN,640863120,078420596,000018A6NEACJX2BK003
"JKL PARTS, INC.",7959 N LOOP EAST,770286046,078425367,000018DJQG6Y6M8IWO60
"JKL PARTS, INC.",7959 N LOOP EAST,770280000,078425367,0000185RY46HP0V74835
"BOWHEAD BUSINESS AND TECHNOLOGY SOLUTIONS, LLC",4900 SEMINARY RD STE 1200,223110000,078427683,00001823BYEKET868W08
"BOWHEAD BUSINESS AND TECHNOLOGY SOLUTIONS, LLC",4900 SEMINARY RD STE 1200,223111855,078427683,000018ILXKHLJ61LC864
"OLIVER, WILLIAM",24414 POGUE AVE,93244,078431204,000018A44Q6WQFWI0435
"OLIVER, WILLIAM",46969 MINERAL KING RD,932710001,078431204,0000182O942OQ5FW0S43
ICOR PARTNERS LIMITED LIABILITY COMPANY,3101 WILSON BLVD STE 500,222014446,078432403,0000189F1U6P7IFQ4G12
"ICOR PARTNERS, LLC",3101 WILSON BLVD STE 500,222014446,078432403,0000187DSLDZ9J56WO17
"CRUNCHY DATA SOLUTIONS, INC.",341 EAST BAY STREET CHARLESTON,294011547,078434138,0000186NSWVPQPN08W63
"CRUNCHY DATA SOLUTIONS, INC.","146 FAIRCHILD ST, SUITE 134",294927506,078434138,000018V32JUA5S9DS090
"PATTERSON, TERRI",1125 E KARSCH BLVD,636400173,078437413,000018D6K9B1BS9W0873
A HORIZON OF HOPE COUNSELING SERVICES LLC,1125 E KARSCH BLVD,63640,078437413,000018CKY2FFNWPS8476
"MTNT IT &amp; COMMUNICATIONS, LLC","880 H STREET, SUITE 100",995013449,078438092,000018B1P38Q5TS8OW73
"MTNT IT & COMMUNICATIONS, LLC","880 H STREET, SUITE 100",995013449,078438092,0000181TRC8EUH84M857
"MIL-AERO SOLUTIONS, INC.",608-1 JOHNSON AVENUE,117162690,078438601,000018EFWLQOEBVKOC64
MIL-ARROW SOLUTIONS INC,76 UNION AVE,117795800,078438601,00001819CPODDJYT9C49
"MIL-AERO SOLUTIONS, INC.",608-1 JOHNSON AVENUE,117162690,078438601,000018EFWLQOEBVKOC64
MIL-AERO SOLUTIONS INC,76 UNION AVE,117795800,078438601,0000182Q6G8O8BGNI869
"HARDING ENTERPRISES, LLC",2320 COLUMBIA AVE,394740000,078439052,000018D8V10XMQY5CG40
"HARDING ENTERPRISES, LLC",2320 COLUMBIA AVE,394741227,078439052,0000185AQBAVT4KU0W90
LEWIS CENTER MANUFACTURING,747 CARLE AVE,430358293,078439475,0000186PT4KUYMFXC060
LEWIS CENTER MANUFACTURING,2392 EAST ORANGE RD.,430359300,078439475,000018ALRKRY40IY0O47
"HARTLAND/MASS JOINT VENTURE, LLC",65 COLUMBIA PLACE,808638809,078443035,0000188KT6QTN87FSO51
"HARTLAND/MASS JOINT VENTURE, LLC",540 PEMBROOK DRIVE,808639439,078443035,00001836CHC4SGG7CW57
"GHAZI, REEMA",602 FOREST GLEN RD,209012208,078444140,000018242JRWNPNJY866
"GHAZI, REEMA",25 8TH ST SE APT B,200031357,078444140,0000182DIHI3WFEJGG26
MASTERMINDERS GROUP LLC,"624 SIX FLAGS DR., SUITE 265",760116342,078444152,000018CHUP4GK8DB4G37
MASTERMINDERS GROUP LLC,1009 OAKWOOD LN UNIT 121432,760126850,078444152,0000181REJ89F61KZK84
VETERANS4YOU LLC,1245 S. POWERLINE RD,330694311,078444216,000018A8ZYUALO068K69
VETERANS4YOU LLC,5349 NW 35TH AVE,333096315,078444216,0000183D7NHQ0E068S74
"AANDERAA DATA INSTRUMENTS, INC.",1700 BRANNUM LN,453871106,078445766,000018CQHMOBOK688415
"AANDERAA DATA INSTRUMENTS, INC.",182 EAST ST STE B,027034209,078445766,00001892GRTN2IBPK493
"VIDOORI, INC","1738 ELTON ROAD, SUITE 314",209035704,078449270,00001829W2Q3Q6Y11C02
"VIDOORI, INC",8695 OPEN MEADOW WAY,210452886,078449270,0000184L4LEKZNCRS416
"WELCH, KEVIN",77750 OLD C ROAD,548913809,078451590,000018DJZRHDCVQQOK57
"WELCH, KEVIN",130 THE HILL,226303802,078451590,0000189V8YLPK9ZXSS18
"W&T, LLC",5805 TROWBRIDGE CT,234641571,078454984,0000181265BGIGY1B427
"W&T, LLC",128 REGENCY DR,376633337,078454984,000018BDEO9DTDEY8S90
"VEKIEL,LLC",12221 PARKLAWN DR STE 204,208521791,078455898,000018EF5JN0RG5W0817
"VEKIEL,LLC",10366 ORANGE STREET,917373753,078455898,0000185PN903ETKO4K67
"SAMPSON, SHAYNE F",90 NORTH MAIN,846440001,078456541,0000184FJI7XA2EAYO11
"SAMPSON, SHAYNE F",90 N MAIN,846440000,078456541,000018BO38VIZTFPK434
HOSTED RECORDS INC.,"6551 LOISDALE COURT, SUITE 250",221501808,078458208,000018CUG2LI3MD4W036
HOSTED RECORDS INC.,"1940 DUKE STREET, SECOND FLOOR",223143451,078458208,00001820AZA54Q2XHC62
"PURE NETWORX, INC.","11525-B STONEHOLLOW DRIVE, SUITE 250",78758,078459078,000018BYDS6KB3TB4K66
"PUREWRX, INC.",11525-B STONEHOLLOW DR STE 250,78758,078459078,0000182GK5XRP39PQ893
"EAGLE TG, LLC",2115 STEPHENS PL # 300,781302134,078459487,000018BJ92Q317YZ4825
"EAGLE TG, LLC",358 LANDA ST STE 400,781305452,078459487,0000185ZOWU7PRYB4S20
CELLGENIX USA,ONE NEW HAMPSHIRE AVE STE 125,038012907,078463487,0000182YAAWBNINEWW34
CELLGENIX USA,1 NH AVE,038012904,078463487,0000184UXKU1JWTSGS59
"OVERTON, MELISSA",103 PIPPIN DR,325692360,078463701,000018BNX93CEOEG8O43
"OVERTON, MELISSA",31 PARK CIR SE UNIT 20,325485463,078463701,000018720BEZP6D4SG08
ROCHE &amp; PSBI JOINT VENTURE LLC,1130 THUNDERING SPRINGS RD,310273509,078467210,0000183N6UMQLTDLWK19
ROCHE & PSBI JOINT VENTURE LLC,1130 THUNDERING SPRINGS RD,310273509,078467210,0000186U6NEPKBRHK492
"MECHANICAL SALES, INC.",11301 STRANG LINE RD,662154042,078468596,0000185NF4Y8CR6LK473
"MECHANICAL SALES, INC.",890 N MART-WAY CT,660617065,078468596,0000189C2B0XGREFOC22
"GSH OF ALABAMA, LLC",10655 HWY 43,356534714,078477065,000018DNKOTONFXUOK36
"GSH OF ALABAMA, LLC",4800 WHITEBURG DR 30--351,358021698,078477065,0000188ZDNELPH5UCC76
"UNITED RENTALS (NORTH AMERICA), INC.",100 STAMFORD PL STE 700,069029200,078479295,000018B5SM0AQIAHSK82
"UNITED RENTALS (NORTH AMERICA), INC.",FIVE GREENWICH OFFICE PARK,068315128,078479295,000018BZQTYJ9DCLK491
B&amp;V - GENSLER JV,6601 COLLEGE BLVD,662111504,078481417,000018GWVU2FVN8Y8867
B&V - GENSLER JV,6601 COLLEGE BLVD,662111504,078481417,000018EHZ651B140WG76
"AYON CYBERSECURITY, INC.","2350 COMMERCE PARK DR, SUITE ONE",329057722,078482026,000018DVBGAE8BO80G51
"AYDIN DISPLAYS, INC","2350 COMMERCE PARK DR, SUITE ONE",329057722,078482026,0000185QSCK0VD9WKK41
DAVID ARTHUR HEESEN,1607 ALAMEDA ST,917681724,078482050,00001831NVMB92V7SW66
"HEESEN, DAVID ARTHUR","1607 ALAMEDA ST.,",917681724,078482050,000018CZVNFN6O59CK61
VERTICAL OPTIONS,400 S JEFFERSON ST STE 220,992043144,078482337,0000181VTQQP63FK7463
VERTICAL OPTIONS,1601 S COOK ST,992235146,078482337,0000185F4J8MDM660W37
"QADIUM, INC.",300 BRANNAN ST. STE 601,941071874,078483870,000018D4XHG68IDR4G66
"QADIUM, INC.",379 LYTTON AVE,943011479,078483870,0000183Q1019YKGF8C82
"QADIUM, INC.",300 BRANNAN ST. STE 601,941071874,078483870,000018D4XHG68IDR4G66
"QADIUM, INC.",3260 HILLVIEW AVE STE 202,943041220,078483870,000018FW1QSVBEDD4O16
"OPEN SOURCE ROBOTICS FOUNDATION, INC.",419 N SHORELINE BLVD,940434605,078485457,000018AGMOLNBI99KO85
"OPEN SOURCE ROBOTICS FOUNDATION, INC.",68 WILLOW RD,940253653,078485457,0000185MO2EB2LOU4G89
"OPEN SOURCE ROBOTICS FOUNDATION, INC.",419 N SHORELINE BLVD,940434605,078485457,000018AGMOLNBI99KO85
"OPEN SOURCE ROBOTICS FOUNDATION, INC.",170 S WHISMAN ROAD BLDG D SUITE A,940411512,078485457,0000183IMFI563FF0G71
SOUTH TEXAS BLOOD AND TISSUE CENTER,6211 IH 10 WEST,782012023,078487980,000018EZ72I61XZZSW19
SOUTH TEXAS BLOOD & TISSUE CENTER,6211 IH-10 W,782012023,078487980,0000181E52XP0W15NK62
"GENERAL MANUFACTURING, LLC",2301 GREENLEAF AVE,600075508,078493043,000018BGGBVHK4IIGW37
"GENERAL MANUFACTURING, LLC",1725 N 33RD AVE,601601707,078493043,0000181AVQLM0W1DFK27
CAPSTONE MANUFACTURING INC,1257 JOHN FITCH BLVD UNIT 2,060742431,078495121,00001855DXK2OA9L4O25
CAPSTONE MANUFACTURING INC,29 DUTCHMASTER DR,010302624,078495121,00001834G7VSJGBNOC33
"BHM METAL PRODUCTS &amp; INDUSTRIES, LLC",121 DEPOT ST,184211360,078495935,0000186VHI9E2WWQKG77
