Vendor Name,Address,Zip Code,DUNS Number,ProtoLEI
PRICEWATERHOUSECOOPERS,"252E, MURI OKUNOLA STREET",,645306358,0000183Q2DS5AKK7S411
PRICEWATERHOUSECOOPERS,COMMUNICATIONS HOUSE,,645325200,0000183Q2DS5AKK7S411
HONSTEIN OIL COMPANY,11 PASEO REAL,875078482,106601313,0000183QOXRIJSAQKG49
HONSTEIN OIL COMPANY,11 PASEO REAL,875078482,079676005,0000183QOXRIJSAQKG49
KEWAUNEE SCIENTIFIC CORPORATION,2700 W FRONT ST,286772894,005036330,0000183RQ926J5TJI845
KEWAUNEE SCIENTIFIC CORPORATION,2700 W FRONT ST,286772894,121513022,0000183RQ926J5TJI845
UNIVERSITY OF MIAMI,1320 S DIXIE HWY STE 650,331462919,625174149,0000183RZVVWINB6CK53
UNIVERSITY OF MIAMI,1320 S DIXIE HWY STE 650,331462919,052780918,0000183RZVVWINB6CK53
SEMPRA ENERGY SOLUTIONS INC,101 ASH ST,921013017,968254276,0000183UJAFCEANCOW13
"SEMPRA ENERGY SOLUTIONS, INC",101 ASH ST HQ-9,921013017,623325057,0000183UJAFCEANCOW13
"WESTCHESTER, COUNTY OF",148 MARTINE AVE 432,106013311,117477302,0000183VDMRCA1BZGG83
"WESTCHESTER, COUNTY OF",148 MARTINE AVE,106013311,072705213,0000183VDMRCA1BZGG83
"MATHTECH, INC.",6402 ARLINGTON BLVD STE 1200,220422300,965106883,0000183WY53JRNRFKS32
MATHTECH INCORPORATED,6402 ARLINGTON BLVD # 1,220422300,008670551,0000183WY53JRNRFKS32
"BOEING COMPANY, THE",6200 JS MCDONNELL BLVD,631341939,103206264,0000183X82ZEQUT3UO53
"BOEING COMPANY, THE",6200 JS MCDONNELL BLVD,631341939,832963495,0000183X82ZEQUT3UO53
"BOEING COMPANY, THE",6200 JS MCDONNELL BLVD,631341939,103206264,0000183X82ZEQUT3UO53
"BOEING COMPANY, THE",6200 JS MCDONNELL BLVD,631341939,016544780,0000183X82ZEQUT3UO53
"BOEING COMPANY, THE",6200 JS MCDONNELL BLVD,631341939,103206264,0000183X82ZEQUT3UO53
"BOEING COMPANY, THE",6200 J S MCDONNELL BLVD,631341939,791364867,0000183X82ZEQUT3UO53
"BOEING COMPANY, THE",6200 JS MCDONNELL BLVD,631341939,103206264,0000183X82ZEQUT3UO53
"BOEING COMPANY, THE",6200 JS MCDONNELL BLVD,631341939,149879157,0000183X82ZEQUT3UO53
"KANSAS CITY, MISSOURI, CITY OF",414 E 12TH ST STE 105,641062705,073134231,0000183ZPIJWT2J9KW58
"KANSAS CITY, MISSOURI, CITY OF",414 E 12TH ST STE 105,641062705,148751618,0000183ZPIJWT2J9KW58
"OECO, LLC",4607 SE INTERNATIONAL WAY,972224619,009024233,00001840BESZNPMRUO72
"OECO, LLC",4607 SE INTERNATIONAL WAY,972224619,151317955,00001840BESZNPMRUO72
CATHOLIC UNIVERSITY OF AMERICA (THE),620 MICHIGAN AVE NE RM 311,200640001,926805227,00001840IJYFF2VNK020
CATHOLIC UNIVERSITY OF AMERICA (THE),620 MICHIGAN AVE LEAHY HALL RM LL 40,200640001,111243036,00001840IJYFF2VNK020
CATHOLIC UNIVERSITY OF AMERICA (THE),620 MICHIGAN AVE NE RM 311,200640001,926805227,00001840IJYFF2VNK020
CATHOLIC UNIVERSITY OF AMERICA (THE),620 MICHIGAN AVE NE,200640001,041962788,00001840IJYFF2VNK020
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,10260 CAMPUS POINT DR,921211522,148095086,00001840KFBYPAGA8093
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,10260 CAMPUS POINT DRIVE,921211522,054781240,00001840KFBYPAGA8093
UNIVERSITY OF KENTUCKY,201 KINKEAD HALL,405060001,939017877,000018410IZG7NL98G08
UNIVERSITY OF KENTUCKY,800 S LIMESTONE,405060001,007400724,000018410IZG7NL98G08
RAYTHEON COMPANY,7887 BRYAN DAIRY RD,337771444,039192216,00001841WPJY7FCBGG33
RAYTHEON COMPANY,7887 BRYAN DAIRY RD STE 110,337771444,078049009,00001841WPJY7FCBGG33
COMPUTER SCIENCES CORPORATION,7700 HUBBLE DR,207062293,883778896,00001842P22IW1HGGS24
COMPUTER SCIENCES CORPORATION,7900 HARKINS RD,207062293,612799270,00001842P22IW1HGGS24
"GOODYEAR TIRE & RUBBER COMPANY, THE",200 INNOVATION WY FL 4,443160001,780277997,00001844GVKQ4PI7EO36
"GOODYEAR TIRE & RUBBER COMPANY, THE",200 INNOVATION WY,443160001,004467924,00001844GVKQ4PI7EO36
"DIAL & ASSOCIATES, LLC",44427 AIRPORT RD STE 150,206192031,188232735,000018452BSDRNCTCS73
"DIAL & ASSOCIATES, LLC",44427 AIRPORT ROAD SUITE 150,206192031,172902830,000018452BSDRNCTCS73
"UNITED AIRLINES, INC.",233 S. WACKER DRIVE,606067147,078315060,0000184595VGF9XN2856
"UNITED AIR LINES, INC.",233 S WACKER DR,606067147,006933030,0000184595VGF9XN2856
LOCKHEED MARTIN CORPORATION,9970 FEDERAL DR LOC A,809213616,147285386,0000184666REJMN5A873
LOCKHEED MARTIN CORPORATION,9970 FEDERAL DR LOCATION B,809213616,147285949,0000184666REJMN5A873
LOCKHEED MARTIN CORPORATION,9970 FEDERAL DR LOC A,809213616,147285386,0000184666REJMN5A873
LOCKHEED MARTIN CORPORATION,9970 FEDERAL DR,809213616,005599444,0000184666REJMN5A873
CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA,1615 H ST NW,200620001,003252483,00001846QMAMJDLFI848
CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA,1615 H ST NW,200620001,626131312,00001846QMAMJDLFI848
BALL AEROSPACE &amp; TECHNOLOGIES CORP.,1600 COMMERCE ST,803012734,926451519,000018471WOR1XJL4W54
BALL AEROSPACE &amp; TECHNOLOGIES CORP.,1600 COMMERCE ST,803012734,085270270,000018471WOR1XJL4W54
"G E INSPECTION TECHNOLOGIES, LP",721 VISIONS DR,131526475,867672961,00001847MU876599C021
"G E INSPECTION TECHNOLOGIES, LP",721 VISIONS DR,131526475,186957072,00001847MU876599C021
"GLOBAL SUPPLY SOLUTIONS, LLC",1569 DIAMOND SPRINGS RD STE C,234553041,612347729,0000184BY3RUM0E78K13
"GLOBAL SUPPLY SOLUTIONS, LLC",1569 DIAMOND SPRINGS RD STE C,234553041,172220571,0000184BY3RUM0E78K13
"BOEING COMPANY, THE",6200 JS MCDONNELL BLVD,631340000,152618153,0000184C0D2FRRAYCC13
BOEING COMPANY THE,6200 JS MCDONNELL BLVD,631340000,149879157,0000184C0D2FRRAYCC13
"BOEING COMPANY, THE",6200 JS MCDONNELL BLVD,631340000,152618153,0000184C0D2FRRAYCC13
"BOEING COMPANY, THE",6200 JS MCDONNELL BLVD,631340000,016544780,0000184C0D2FRRAYCC13
EXELIS INC.,12975 WORLDGATE DR STE 700,201706008,083655498,0000184DOLW5Q8E64G89
EXELIS INC.,12975 WORLDGATE DR STE 700,201706008,125834866,0000184DOLW5Q8E64G89
LOCKHEED MARTIN CORPORATION,100 GLOBAL INNOVATION CIR,328255002,001690924,0000184GOVV0FAGZ4S24
LOCKHEED MARTIN CORPORATION,12506 LAKE UNDERHILL RD,328255002,826647703,0000184GOVV0FAGZ4S24
OLYMPUS AMERICA INC.,3500 CORPORATE PKWY,180348229,017018859,0000184GV5E6LU4X6O73
OLYMPUS AMERICA INC.,3500 CORPORATE PKWY,180348229,017019618,0000184GV5E6LU4X6O73
ALARM SECURITY GROUP LLC,12301 KILN CT STE A,207056308,107954070,0000184IZ5V48EVQ8030
ALARM SECURITY GROUP LLC,"12301 KILN COURT, STE A",207056308,167072813,0000184IZ5V48EVQ8030
EXELIS INC.,77 RIVER RD,070142000,612205232,0000184JEPL6HDA9S027
EXELIS INC.,77 RIVER RD,070142000,078497698,0000184JEPL6HDA9S027
POWER PARAGON INC,901 E BALL RD,928055916,877987347,0000184JYG0D52ZHMO47
POWER PARAGON INC,901 E BALL RD,928055916,878069798,0000184JYG0D52ZHMO47
POWER PARAGON INC,901 E BALL RD,928055916,877987347,0000184JYG0D52ZHMO47
POWER PARAGON INC,901 E BALL RD,928055916,608926952,0000184JYG0D52ZHMO47
UNIVERSITY OF NEW MEXICO,2500 MARBLE DR NE,871310001,829868723,0000184KWRYB0KRMSK60
UNIVERSITY OF NEW MEXICO,1700 LOMAS BLVD NE STE 2200,871310001,868853094,0000184KWRYB0KRMSK60
UNIVERSITY OF NEW MEXICO,2500 MARBLE DR NE,871310001,829868723,0000184KWRYB0KRMSK60
UNIVERSITY OF NEW MEXICO,1800 ROMA BLVD NE,871310001,784121725,0000184KWRYB0KRMSK60
UNIVERSITY OF NEW MEXICO,2500 MARBLE DR NE,871310001,829868723,0000184KWRYB0KRMSK60
UNIVERSITY OF NEW MEXICO,STUDENT SVC CTR RM 170,871310001,795467083,0000184KWRYB0KRMSK60
LOCKHEED MARTIN CORPORATION,2323 EASTERN BLVD,212204207,003419090,0000184L7NNEVOX9MO54
LOCKHEED MARTIN CORPORATION,2323 EASTERN BLVD,212204207,827429312,0000184L7NNEVOX9MO54
"CREATIVE BUSINESS SOLUTIONS, INC.",1918 13TH ST,200207002,963287912,0000184LI213HOR04C49
"CREATIVE BUSINESS SOLUTIONS, INC.",1918 13TH ST SE,200207002,833041572,0000184LI213HOR04C49
CACI INCORPORATED FEDERAL,14151 PARK MEADOW DRIVE,201512218,006542364,0000184LIAM5XA0ACC59
CACI INC FEDERAL,14370 NEWBROOK DRIVE,201512218,114896066,0000184LIAM5XA0ACC59
"DOVER ENGINEERED SYSTEMS, INC.",5675 W BURLINGAME RD,857439453,009577768,0000184MNV4DYBZDA879
"DOVER ENGINEERED SYSTEMS, INC",5675 W BURLINGAME RD,857439453,799157016,0000184MNV4DYBZDA879
CITY OF OMAHA,1819 FARNAM ST RM 300,681831000,076981265,0000184MY3TT2Y6R8C95
CITY OF OMAHA,1819 FARNAM ST 502,681831000,878216050,0000184MY3TT2Y6R8C95
"WESCO DISTRIBUTION, INC.",1710 EDISON HWY,212131524,104188763,0000184NCTZ1MUIY8S53
"WESCO DISTRIBUTION, INC",1710 EDISON HWY,212131524,926833674,0000184NCTZ1MUIY8S53
"FEDERAL CONSTRUCTION GROUP, INC.",1235 FLYNN RD STE 403,930126214,611642229,0000184OFCS73YSUOS16
"FEDERAL CONSTRUCTION GROUP, INC.",1235 FLYNN RD STE 403,930126214,833164051,0000184OFCS73YSUOS16
"LEIDOS, INC.",1710 SAIC DR STE B,221023703,967488987,0000184P2KRAS2L74S76
"LEIDOS, INC.",1710 SAIC DR,221023703,833063055,0000184P2KRAS2L74S76
"LEIDOS, INC.",1710 SAIC DR STE B,221023703,967488987,0000184P2KRAS2L74S76
"LEIDOS, INC.",1710 SAIC DR,221023703,833063253,0000184P2KRAS2L74S76
"AAR MANUFACTURING, INC.",500 GATEWAY DR,275347071,101575447,0000184Q6G1NAG2NOC16
"AAR MANUFACTURING, INC.",500 GATEWAY DR,275347071,808315787,0000184Q6G1NAG2NOC16
YANCEY BROS. CO.,259 LEE INDUSTRIAL BLVD,301687437,788148229,0000184RWZWLG8RNY808
YANCEY BROS. CO.,259 LEE INDUSTRIAL BLVD,301687437,006925465,0000184RWZWLG8RNY808
ENGILITY CORPORATION,3750 CENTERVIEW DR,201513200,048341838,0000184S4YBTLO8SG015
ENGILITY CORPORATION,3750 CENTERVIEW DR,201513200,177153319,0000184S4YBTLO8SG015
"DWG & ASSOCIATES, INC.",2270 LA MONTANA WAY STE 100,809186735,956520274,0000184TNY712DMN4044
"DWG & ASSOCIATES, INC.",2270 LA MONTANA WAY STE 101,809186735,829382287,0000184TNY712DMN4044
"VENTURA, COUNTY OF",800 S VICTORIA AVE,930090001,868478850,0000184TPZ9JG2M90K08
"VENTURA, COUNTY OF",800 S VICTORIA AVE,930090001,071818830,0000184TPZ9JG2M90K08
"HEALTH AND HUMAN RESOURCES, WEST VIRGINIA DEPARTMENT OF",350 CAPITOL ST,253011757,148037950,0000184TYIITB68W0034
"HEALTH AND HUMAN RESOURCES, WEST VIRGINIA DEPARTMENT OF",350 CAPITOL ST RM 251,253011757,037462715,0000184TYIITB68W0034
"HEALTH AND HUMAN RESOURCES, WEST VIRGINIA DEPARTMENT OF",350 CAPITOL ST,253011757,148037950,0000184TYIITB68W0034
"HEALTH AND HUMAN RESOURCES, WEST VIRGINIA DEPARTMENT OF",350 CAPITOL ST RM 702,253011757,140779708,0000184TYIITB68W0034
BARRY WRIGHT CORPORATION,4510 W VANOWEN ST,915051135,099455826,0000184V65HEWF01S054
BARRY WRIGHT CORPORATION,4510 VANOWEN ST,915051135,142550750,0000184V65HEWF01S054
"BECKMAN COULTER, INC.",250 S KRAEMER BLVD,928216232,008254708,0000184W1PEEX5GG0060
BECKMAN COULTER INCORPORATED,250 S KRAEMER BLVD,928216232,153910070,0000184W1PEEX5GG0060
VAISALA INC.,194 S TAYLOR AVE,800273024,045593308,0000184XEW4JCDLO8W03
VAISALA INC.,194 SOUTH TAYLOR AVE,800273024,956461297,0000184XEW4JCDLO8W03
LOCKHEED MARTIN CORPORATION (3632),230 MALL BLVD,194062902,112279778,0000184Z2EZLTSQG8405
LOCKHEED MARTIN CORPORATION (3632),230 MALL BLVD,194062902,147459577,0000184Z2EZLTSQG8405
"W2005/FARGO HOTELS (POOL C) REALTY, L.P.",140 LUDWIG DR,622081333,843303165,0000184ZZF8JNL6ESC46
"W2005/FARGO HOTELS (POOL C) REALTY, L.P.",150 LUDWIG DR,622081333,799534268,0000184ZZF8JNL6ESC46
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,2215 SASB N CB 1400,275990001,603552360,000018503SBFA3LGKK32
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,CB 3490 MCCOLL BUILDING,275990001,197190606,000018503SBFA3LGKK32
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,2215 SASB N CB 1400,275990001,603552360,000018503SBFA3LGKK32
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,"104 AIRPORT DR, CB 1350",275990001,608195277,000018503SBFA3LGKK32
UNITED STATES POSTAL SERVICE,2825 LONE OAK PKWY,551211551,627469570,000018514GBETD42CC78
UNITED STATES POSTAL SERVICE,2825 LONE OAK PKWY,551211551,152761701,000018514GBETD42CC78
UNITED STATES POSTAL SERVICE,2825 LONE OAK PKWY,551211551,627469570,000018514GBETD42CC78
UNITED STATES POSTAL SERVICE,2825 LONE OAK PKWY,551211551,780037045,000018514GBETD42CC78
UNITED STATES POSTAL SERVICE,2825 LONE OAK PKWY,551211551,627469570,000018514GBETD42CC78
UNITED STATES POSTAL SERVICE,2825 LONE OAK PKWY,551211551,627875818,000018514GBETD42CC78
UNITED STATES POSTAL SERVICE,2825 LONE OAK PKWY,551211551,627469570,000018514GBETD42CC78
UNITED STATES POSTAL SERVICE,2825 LONE OAK PKWY,551211551,781550553,000018514GBETD42CC78
UNITED STATES POSTAL SERVICE,2825 LONE OAK PKWY,551211551,627469570,000018514GBETD42CC78
UNITED STATES POSTAL SERVICE,2825 LONE OAK PKWY,551211551,077631943,000018514GBETD42CC78
I AM SOLUTIONS LLC,8401 COLESVILLE RD STE 640,209106337,128508095,000018518L3AGSYY8S46
IAM SOLUTIONS LLC,8401 COLESVILLE RD STE 640,209106337,131887684,000018518L3AGSYY8S46
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,3451 WALNUT ST,191046205,042250712,00001851FLS5DPRECC94
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,3451 WALNUT ST RM 100,191046205,621788462,00001851FLS5DPRECC94
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,3451 WALNUT ST,191046205,042250712,00001851FLS5DPRECC94
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,3451 WALNUT ST FRANKLIN BLDG STE P221,191046205,175373166,00001851FLS5DPRECC94
"MANAGEMENT SERVICES, FLORIDA DEPARTMENT OF",4050 ESPLANADE WAY,323997016,809396955,00001851VDKNMFHB8K16
"MANAGEMENT SERVICES, FLORIDA DEPARTMENT OF",4030 ESPLANADE WAY STE 180,323997016,878837772,00001851VDKNMFHB8K16
L-3 COMMUNICATIONS WESTWOOD CORPORATION,12402 E 60TH ST,741466920,360674337,000018528MTIR2W5K498
L-3 COMMUNICATIONS WESTWOOD CORPORATION,12402 E 60TH ST,741466920,116211835,000018528MTIR2W5K498
FEDEX EXPRESS,NEAR TERMINAL 2,,851086996,00001854JZOR0WPQOS49
FEDEX EXPRESS,"BUILDING 18, WAREHOUSE 6 ARA",,534583823,00001854JZOR0WPQOS49
"LONGVIEW INTERNATIONAL TECHNOLOGY SOLUTIONS, INC",11950 DEMOCRACY DRIVE SUITE 275,201905692,626950393,00001854V82CS0JOKK56
"LONGVIEW INTERNATIONAL TECHNOLOGY SOLUTIONS, INC.",11950 DEMOCRACY DR STE 275,201905692,965464949,00001854V82CS0JOKK56
HONEYWELL INTERNATIONAL INC,3520 WESTMOOR STREET,466281373,088736103,00001855ENG4P7XACK17
HONEYWELL INTERNATIONAL INC.,3520 WESTMOOR STREET,466281373,152578043,00001855ENG4P7XACK17
"VARIAN MEDICAL SYSTEMS, INC.",3100 HANSEN WAY,943041030,009120817,00001856KSOUW25L4O24
"VARIAN MEDICAL SYSTEMS, INC.",3120 HANSEN WAY,943041030,069113533,00001856KSOUW25L4O24
BELMONTE PARK ENVIRONMENTAL LABORATORIES INCORPORATED,25 HOLIDAY DR,453222706,015080794,00001856TI4CH72DWC95
"BELMONTE PARK ENVIRONMENTAL LABORATORIES, INC.",25 HOLIDAY DR,453222706,804707081,00001856TI4CH72DWC95
"SYGNETICS, INC",714 ISENHAUER RD,497388638,143760101,000018598CUJZJ5M0O38
SYGNETICS INCORPORATED,714 ISENHAUER,497388638,156525693,000018598CUJZJ5M0O38
BARNES GROUP INC.,9826 CRESCENT PARK DR,450693800,112032508,00001859B3TOV0N9WC23
BARNES GROUP INC.,9826 CRESCENT PARK DR,450693800,964249259,00001859B3TOV0N9WC23
RAYTHEON TECHNICAL SERVICES COMPANY LLC,22265 PACIFIC BLVD,201666920,112820840,00001859M1WZNIBV4834
RAYTHEON TECHNICAL SERVICES COMPANY LLC,22265 PACIFIC BLVD,201666920,059175336,00001859M1WZNIBV4834
"ADACEL SYSTEMS, INC.",9677 TRADEPORT DR,328275318,828199799,0000185AYWYOUYFP0C18
ADACEL SYSTEMS INC,9677 TRADEPORT DR,328275318,030968189,0000185AYWYOUYFP0C18
RAYTHEON TECHNICAL SERVICES COMPANY LIMITED LIABILITY COMPANY (5772),12160 SUNRISE VALLEY DR,201913407,059175336,0000185B69HDR5JOW888
RAYTHEON TECHNICAL SERVICES COMPANY LIMITED LIABILITY COMPANY (5772),12160 SUNRISE VALLEY DR,201913407,112820840,0000185B69HDR5JOW888
LOCKHEED MARTIN CORPORATION,1300 S LITCHFIELD RD STE 9,853381507,147457373,0000185BRIZOJXV4OW51
LOCKHEED MARTIN CORPORATION,1300 S LITCHFIELD RD STE 9,853381507,147458140,0000185BRIZOJXV4OW51
BALL AEROSPACE & TECHNOLOGIES CORPORATION,1600 COMMERCE ST,803012734,926451519,0000185DXDSKFS27WG40
BALL AEROSPACE & TECHNOLOGIES CORPORATION,1600 COMMERCE ST,803012734,085270270,0000185DXDSKFS27WG40
"ELLEX, INC.",7138 SHADY OAK RD,553443517,623436300,0000185F8JKNMONKSG18
"ELLEX, INC.",7138 SHADY OAK RD,553443517,883683146,0000185F8JKNMONKSG18
"UNITED STATES WELDING, INC.",600 S SANTA FE DR,802232403,003898426,0000185FV6CNXK1NOK32
"UNITED STATES WELDING, INC.",600 S SANTA FE DR,802232403,078353927,0000185FV6CNXK1NOK32
UNIVERSITY OF WASHINGTON,1959 NE PACIFIC ST,981950001,078735411,0000185H8PZ094FRCO64
UNIVERSITY OF WASHINGTON,1959 NE PACIFIC ST RM D322,981950001,786698456,0000185H8PZ094FRCO64
UNIVERSITY OF WASHINGTON,1959 NE PACIFIC ST,981950001,078735411,0000185H8PZ094FRCO64
UNIVERSITY OF WASHINGTON,1959 NE PACIFIC ST,981950001,828903406,0000185H8PZ094FRCO64
UNIVERSITY OF WASHINGTON,1959 NE PACIFIC ST,981950001,078735411,0000185H8PZ094FRCO64
UNIVERSITY OF WASHINGTON,4333 BROOKLYN AVE NE,981950001,605799469,0000185H8PZ094FRCO64
"PATTONAIR USA, INC.",1900 ROBOTICS PL,761187128,191704220,0000185HLJ43HLXOOO05
PATTONAIR USA INC,1900 ROBOTICS PLACE,761187128,958741241,0000185HLJ43HLXOOO05
NCH CORPORATION,2727 CHEMSEARCH BLVD,750626454,008963910,0000185I6JUGDNEW0064
NCH CORPORATION,2727 CHEMSEARCH BLVD,750626454,099929747,0000185I6JUGDNEW0064
NCH CORPORATION,2727 CHEMSEARCH BLVD,750626454,008963910,0000185I6JUGDNEW0064
NCH CORPORATION,2727 CHEMSEARCH BLVD,750626454,112363028,0000185I6JUGDNEW0064
NCH CORPORATION,2727 CHEMSEARCH BLVD,750626454,008963910,0000185I6JUGDNEW0064
NCH CORPORATION,2727 CHEMSEARCH BLVD,750626454,968332903,0000185I6JUGDNEW0064
"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC.",225 SCHILLING CIR,210311102,069381812,0000185IQKBMAEFB8K10
"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC.",225 SCHILLING CIR STE 400,210311102,193444080,0000185IQKBMAEFB8K10
UNIVERSITY OF MIAMI,1204 DICKENSON DR BLDG 37W,331462503,042450002,0000185J27LD7DFVK029
UNIVERSITY OF MIAMI,1204 DICKINSON DR,331462503,004146619,0000185J27LD7DFVK029
UNIVERSITY OF MIAMI,1204 DICKENSON DR BLDG 37W,331462503,042450002,0000185J27LD7DFVK029
UNIVERSITY OF MIAMI,1551 BRECIA AVE RM 100A,331462503,625174149,0000185J27LD7DFVK029
"SOUTHERN PROSTHETIC SUPPLY, INC",6025 SHILOH RD STE A,300051706,061310830,0000185J2ILUC2GL8G11
SOUTHERN PROSTHETIC SUPPLY INCORPORATED,6025 SHILOH RD STE A,300051706,077494958,0000185J2ILUC2GL8G11
LOCKHEED MARTIN CORPORATION,200 LOCKHEED MARTIN BLVD,32819,828041934,0000185J4Z17IHZE0424
LOCKHEED MARTIN CORPORATION,5600 WEST SAND LAKE ROAD,32819,196189385,0000185J4Z17IHZE0424
"DATA INTERCHANGE STANDARDS ASSOCIATION, INC.",7600 LEESBURG PIKE STE 430,220432004,145401209,0000185L7CELMI2SKK46
DATA INTERCHANGE STANDARDS ASSOCIATION INCORPORATED,7600 LEESBURG PIKE # 430,220432004,161228564,0000185L7CELMI2SKK46
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",5100 SPRINGFIELD PIKE SUITE 509,454311264,944325570,0000185MHEAEB2UBK038
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",5100 SPRINGFIELD PIKE SUITE 509,454311264,795418719,0000185MHEAEB2UBK038
"ARROW ELECTRONICS, INC.",7459 SOUTH LIMA ST,801123879,791144434,0000185NEXPYWL9D0K45
"ARROW ELECTRONICS, INC.",7459 S. LIMA ST BUILDING 1,801123879,005542720,0000185NEXPYWL9D0K45
ORBITAL SCIENCES CORPORATION,1440 N FIESTA BOULEVARD,852331000,962042706,0000185OEQ58WLVXGK81
ORBITAL SCIENCES CORPORATION,1440 N FIESTA BOULEVARD,852331000,078468263,0000185OEQ58WLVXGK81
"CARDINAL HEALTH, INC.",7000 CARDINAL PL,430171091,097537435,0000185P8GEI4W414O97
"CARDINAL HEALTH, INC.",7000 CARDINAL PL,430171091,801423062,0000185P8GEI4W414O97
MEDICAL UNIVERSITY OF SOUTH CAROLINA,171 ASHLEY AVE FL 4,294258908,832129097,0000185R3HQWXLKG8481
MEDICAL UNIVERSITY OF SOUTH CAROLINA,179 ASHLEY AVE,294258908,183710748,0000185R3HQWXLKG8481
VSE CORPORATION,2550 HUNTINGTON AVE,223031410,049997380,0000185RC55ZLV45WC86
VSE CORPORATION,2550 HUNTINGTON AVE,223031410,155869915,0000185RC55ZLV45WC86
VERIZON BUSINESS NETWORK SERVICES INC.,22001 LOUDOUN COUNTY PKWY,201476105,556565836,0000185RWN4QN0BCKC13
VERIZON BUSINESS NETWORK SERVICES INC.,22001 LOUDOUN COUNTY PKWY,201476105,020289070,0000185RWN4QN0BCKC13
"TEXAS A&M UNIVERSITY SYSTEM,THE","200 TECHNOLOGY WAY, STE 2079",778453424,835607441,0000185S1756AC04W826
"TEXAS A&M UNIVERSITY SYSTEM,THE",200 TECHNOLOGY WAY STE 1120,778453424,155939002,0000185S1756AC04W826
"SBH SERVICES, INC.","1577 C STREET, SUITE 106",995015127,059626635,0000185SPKNTPD8MGO23
"SBH SERVICES, INC.",1557 C ST STE 106,995015127,789376261,0000185SPKNTPD8MGO23
OLYMPUS NDT INC.,48 WOERD AVE STE 105,024533824,125103460,0000185UJ56SHMQ8OW32
OLYMPUS NDT INCORPORATED,48 WOERD AVE,024533824,842082638,0000185UJ56SHMQ8OW32
"DRS TECHNICAL SERVICES, INC.",12930 WORLDGATE DR STE 700,201705807,017979027,0000185UJ9Q38B1C0063
"DRS TECHNICAL SERVICES, INC.",12930 WORLDGATE DR STE 700,201705807,101918811,0000185UJ9Q38B1C0063
HHC TRS MELROSE LLC,2430 PENNSYLVANIA AVE NW,200371717,625358812,0000185W9GPV0B6IKG76
HHC TRS MELROSE LLC,2430 PENNSYLVANIA AVE NW,200371717,177656159,0000185W9GPV0B6IKG76
CROW CREEK SIOUX TRIBE,HEAVEN ST,57339,609437066,0000185WXWSZD9LEWO29
CROW CREEK SIOUX TRIBE,100 SWIFT HORSE RD,57339,078042454,0000185WXWSZD9LEWO29
EASTMAN KODAK COMPANY,343 STATE ST,146500001,002206183,0000185X7J79PHXTCS14
EASTMAN KODAK COMPANY,343 STATE ST,146500001,145408378,0000185X7J79PHXTCS14
DEPUY SYNTHES SALES INC,325 PARAMOUNT DR,027675199,079116826,0000185XM6U79MHWW808
DEPUY SYNTHES SALES INC,325 PARAMOUNT DR,027675199,079116827,0000185XM6U79MHWW808
DEPUY SYNTHES SALES INC,325 PARAMOUNT DR,027675199,079116826,0000185XM6U79MHWW808
DEPUY SYNTHES SALES INC,325 PARAMOUNT DR,027675199,078768204,0000185XM6U79MHWW808
"HAGEMEYER NORTH AMERICA, INC.",1460 TOBIAS GADSON BLVD,294074793,012072356,0000185XODJ8KOMPOG86
"HAGEMEYER NORTH AMERICA, INC.",1460 TOBIAS GADSON BLVD,294074793,782807804,0000185XODJ8KOMPOG86
"AEROCONTROLEX GROUP, INC.",313 GILLETT ST,440772918,049371016,0000185YMS3FH7LX4W32
"AEROCONTROLEX GROUP, INC.",313 GILLETT ST,440772918,966629961,0000185YMS3FH7LX4W32
"CINTAS-RUS, L.P.",6800 CINTAS BLVD,450409151,962283060,0000185Z8MABLA7GG081
"CINTAS-RUS, L.P.",6800 CINTAS BLVD,450409151,962163114,0000185Z8MABLA7GG081
UNIVERSITY OF ILLINOIS,"506 S WRIGHT ST, 364 HENRY ADMIN BLDG",618013620,041544081,0000185ZKY02TTJOO432
UNIVERSITY OF ILLINOIS,263 HENRY ADMIN BLDG 506,618013620,801623620,0000185ZKY02TTJOO432
"LOCKMASTERS, INC.",2101 JOHN C WATTS DR,403569531,605947014,0000185ZNBE6ZQ4UCK91
"LOCKMASTERS, INC.",5085 DANVILLE RD,403569531,012639126,0000185ZNBE6ZQ4UCK91
WESTERN MICHIGAN UNIVERSITY,1903 W MICHIGAN AVE,490085200,062230560,0000185ZU8G1NVNM0O60
